Paper Title,title,authors,school/organization_names,author_countries,conference,published_year,forensic_vs_anti
"A scalable ﬁle based data store for forensic analysis Flavio Cruza,*, Andreas Moserb, Michael Cohenb","```json
{
    ""title"": ""A scalable ﬁle based data store for forensic analysis""
}
```","```json
{
    ""authors"": ""Flavio Cruza, Andreas Moser, Michael Cohen""
}
```","```json
{
    ""school_names"": [
        ""Carnegie Mellon University"",
        ""Google Inc.""
    ]
}
```","```json
{
    ""author_countries"": [""USA"", ""Switzerland""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A Scalable Platform for Enabling the Forensic Investigation of Exploited IoT Devices and Their Generated Unsolicited Activities,"```json
{
    ""title"": ""A Scalable Platform for Enabling the Forensic Investigation of Exploited IoT Devices and Their Generated Unsolicited Activities""
}
```","```json
{
    ""authors"": ""Sadegh Torabi, Elias Bou-Harb, Chadi Assi, Mourad Debbabi""
}
```","```json
{
    ""school_names"": [
        ""Concordia University"",
        ""University of Texas at San Antonio""
    ]
}
```","```json
{
    ""author_countries"": [""Canada"", ""USA""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
Ascenario-based qualityassessment ofmemoryacquisition toolsandits investigative implications,"```json
{
    ""title"": ""A scenario-based quality assessment of memory acquisition tools and its investigative implications""
}
```","```json
{
    ""authors"": ""Lisa Rzepka, Jenny Ottmann, Radina Stoykova, Felix C. Freiling, Harald Baier""
}
```","```json
{
    ""school_names"": [
        ""University of the Bundeswehr Munich, Germany"",
        ""Friedrich-Alexander-University Erlangen-Nuremberg"",
        ""University of Groningen, the Netherlands""
    ]
}
```","```json
{
    ""author_countries"": [""Germany"", ""Netherlands""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A second generation computer forensic analysis system Daniel Ayers *,"```json
{
    ""title"": ""A second generation computer forensic analysis system""
}
```","```json
{
    ""authors"": ""Daniel Ayers""
}
```","```json
{
    ""school_names"": [
        ""University of Canterbury"",
        ""Elementary Solutions Limited""
    ]
}
```","```json
{
    ""author_countries"": [""New Zealand""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2009""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"A standardized corpus for SQLite database forensics Sebastian Nemetz, Sven Schmitt*, Felix Freiling","```json
{
    ""title"": ""A standardized corpus for SQLite database forensics""
}
```","```json
{
    ""authors"": ""Sebastian Nemetz, Sven Schmitt,  Felix C. Freiling""
}
```","```json
{
    ""school_names"": [
        ""Friedrich-Alexander-University Erlangen-Nuremberg""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
"aSchool of Electrical Engineering & Computer Science, Louisiana State University, USA bCenter for Computation and Technology, Louisiana State University, USA","```json
{
    ""title"": ""A step in a new direction: NVIDIA GPU kernel driver memory forensics""
}
```","```json
{
    ""authors"": ""Christopher J. Bowen, Andrew Case, Ibrahim Baggili, Golden G. Richard III""
}
```","```json
{
    ""school_names"": [
        ""Louisiana State University"",
        ""Volatility Foundation""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A strategy for testing hardware write block devices5 James R. Lyle,"```json
{
    ""title"": ""A strategy for testing hardware write block devices""
}
```","```json
{
    ""authors"": ""James R. Lyle""
}
```","```json
{
    ""school_names"": [
        ""National Institute of Standards and Technology (NIST)"",
        ""East Tennessee State University"",
        ""University of Maryland at College Park"",
        ""University of Maryland Baltimore County""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2006""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A study of user data integrity during acquisition of Android devices,"```json
{
    ""title"": ""A study of user data integrity during acquisition of Android devices""
}
```","```json
{
    ""authors"": ""Namheun Son, Yunho Lee, Dohyun Kim, Joshua I. James, Sangjin Lee, Kyungho Lee""
}
```","```json
{
    ""school_names"": [
        ""Korea University"",
        ""University College Dublin""
    ]
}
```","```json
{
    ""author_countries"": [""South Korea"", ""Ireland""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2013""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A study on cloud data access through browser credential migration in Windows environment,"```json
{
    ""title"": ""A study on cloud data access through browser credential migration in Windows environment""
}
```","```json
{
    ""authors"": ""Uk Hura, Soojin Kanga, Giyoon Kima, Jongsung Kim""
}
```","```json
{
    ""school_names"": [""Kookmin University""]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"aSecurityDepartment, EURECOM, 450RoutedesChappes,Biot,France bFacultyofTechnicalSciences,University ofNoviSad,TrgDositejaObradovi ˘ca6,NoviSad,Serbia","```json
{
    ""title"": ""A study on the evolution of kernel data types used in memory forensics and their dependency on compilation options""
}
```","```json
{
    ""authors"": ""Andrea Oliveria, Nikola Nemes, Branislav Andjelic, Davide Balzarotti""
}
```","```json
{
    ""school_names"": [
        ""EURECOM"",
        ""University of Novi Sad""
    ]
}
```","```json
{
    ""author_countries"": [""France"", ""Serbia""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A survey of forensic characterization methods for physical devices5,"```json
{
    ""title"": ""A survey of forensic characterization methods for physical devices""
}
```","```json
{
    ""authors"": ""Nitin Khanna, Aravind K. Mikkilineni, Anthony F. Martone, Gazi N. Ali, George T.-C. Chiu, Jan P. Allebach, Edward J. Delp""
}
```","```json
{
    ""school_names"": [
        ""Purdue University"",
        ""University of California, Berkeley"",
        ""National Taiwan University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2006""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"A system for the proactive, continuous, and efﬁcient collection of digital forensic evidence","```json
{
    ""title"": ""A system for the proactive, continuous, and efﬁcient collection of digital forensic evidence""
}
```","```json
{
    ""authors"": ""Clay Shields, Ophir Frieder, Mark Maloof""
}
```","```json
{
    ""school_names"": [
        ""Georgetown University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2011""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A systematic approach to understanding MACB timestamps on Unix- like systems,"```json
{
    ""title"": ""A systematic approach to understanding MACB timestamps on Unix-like systems""
}
```","```json
{
    ""authors"": ""Aurélien Thierry, Tilo Müller""
}
```","```json
{
    ""school_names"": [
        ""Deutsche Telekom Security GmbH"",
        ""Hof University of Applied Sciences""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
"About the applicability of Apache2 web server memory forensics Jan-Niclas Hilgert*, Roman Schell, Carlo Jakobs, Martin Lambertz","```json
{
    ""title"": ""About the applicability of Apache2 web server memory forensics""
}
```","```json
{
    ""authors"": ""Jan-Niclas Hilgert, Roman Schell, Carlo Jakobs, Martin Lambertz""
}
```","```json
{
    ""school_names"": [""Fraunhofer Institute for Communication, Information Processing and Ergonomics FKIE""]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Acquiring forensic evidence from infrastructure-as-a-service cloud computing: Exploring and evaluating tools, trust, and techniques","```json
{
    ""title"": ""Acquiring forensic evidence from infrastructure-as-a-service cloud computing: Exploring and evaluating tools, trust, and techniques""
}
```","```json
{
    ""authors"": ""Josiah Dykstra, Alan T. Sherman""
}
```","```json
{
    ""school_names"": [
        ""University of Maryland, Baltimore County""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2012""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Acquisition and analysis of compromised ﬁrmware using memory forensics,"```json
{
    ""title"": ""Acquisition and analysis of compromised ﬁrmware using memory forensics""
}
```","```json
{
    ""authors"": ""Johannes Stüttgen, Stefan V €omel, Michael Denzel""
}
```","```json
{
    ""school_names"": [
        ""Friedrich-Alexander University of Erlangen-Nuremberg""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Advanced evidence collection and analysis of web browser activity5,"```json
{
    ""title"": ""Advanced evidence collection and analysis of web browser activity5""
}
```","```json
{
    ""authors"": ""Junghoon Oh, Seungbong Lee, Sangjin Lee""
}
```","```json
{
    ""school_names"": [
        ""Korea University"",
        ""Financial Security Agency""
    ]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2011""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Advancing Mac OS X rootkit detection Andrew Case*, Golden G. Richard III","```json
{
    ""title"": ""Advancing Mac OS X rootkit detection""
}
```","```json
{
    ""authors"": ""Andrew Case, Golden G. Richard III""
}
```","```json
{
    ""school_names"": [
        ""Volatility Foundation"",
        ""University of New Orleans""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Adversarial superiority in android malware detection: Lessons from reinforcement learning based evasion attacksand defenses,"```json
{
    ""title"": ""Adversarial superiority in android malware detection: Lessons from reinforcement learning based evasion attacks and defenses""
}
```","```json
{
    ""authors"": ""Hemant Rathore, Adarsh Nandanwar, Sanjay K. Sahay, Mohit Sewak""
}
```","```json
{
    ""school_names"": [
        ""BITS Pilani, India"",
        ""Microsoft, India""
    ]
}
```","```json
{
    ""author_countries"": [""India""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"AFEIC: Advanced forensic Ext4 inode carving Andreas Dewalda,*, Sabine Seufertb","```json
{
    ""title"": ""AFEIC: Advanced forensic Ext4 inode carving""
}
```","```json
{
    ""authors"": ""Andreas Dewalda, Sabine Seufert""
}
```","```json
{
    ""school_names"": [""ERNW Research GmbH"", ""Basys GmbH""]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
AFF4-L: A Scalable Open Logical Evidence Container Dr Bradley L. Schatz,"```json
{
    ""title"": ""AFF4-L: A Scalable Open Logical Evidence Container""
}
```","```json
{
    ""authors"": ""Dr Bradley L. Schatz""
}
```","```json
{
    ""school_names"": [""Schatz Forensic""]
}
```","```json
{
    ""author_countries"": [""Australia""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Alt-tech social forensics: Forensic analysis of alternative social networking applications,"```json
{
    ""title"": ""Alt-tech social forensics: Forensic analysis of alternative social networking applications""
}
```","```json
{
    ""authors"": ""Hailey Johnson, Karl Volk, Robert Sera fin, Cinthya Grajeda, Ibrahim Baggili""
}
```","```json
{
    ""school_names"": [
        ""University of New Haven""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Ambiguous ﬁle system partitions Janine Schneider*, Maximilian Eichhorn, Felix Freiling**","```json
{
    ""title"": ""Ambiguous ﬁle system partitions""
}
```","```json
{
    ""authors"": ""Janine Schneider, Maximilian Eichhorn, Felix C. Freiling""
}
```","```json
{
    ""school_names"": [
        ""Friedrich-Alexander-University Erlangen-Nuremberg""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
